country,iso_code,physicians_per_1000,hiv_prevalence_log,life_expec,child_mort_log,vaccination_dpt_log,gdpp_log,inflation_log,social_undernourishment_log,social_poverty_2_15_log,social_schooling_log,security_apparatus,group_grievance,refugees_idps,external_intervention,cluster
Serbia,SRB,3.03,0.0953101798043249,74.7,2.1517622032594623,4.543294782270004,8.596189197642735,1.928618651945252,1.252762968495368,2.2925347571405443,4.577200351668111,6.0,8.1,7.0,6.6,0
Seychelles,SYC,1.849,0.4747998015092286,73.4,2.734367509419583,4.605170185988092,9.287394001418471,-1.6505798557652755,1.7749523509116738,0.9555114450274362,4.558730043353742,6.6,4.5,3.1,7.5,3
Sierra Leone,SLE,0.1583846153846158,0.9555114450274363,55.0,5.081404364984463,4.430816798843313,5.991464547107982,2.9014215940827497,3.186352633162641,4.001863709427935,4.565587735415718,4.8,6.2,8.2,7.8,1
Singapore,SGP,2.15,0.0953101798043249,82.7,1.335001066732339,4.574710978503383,10.74937727911096,-0.0449733656427322,1.4128613885046126,0.4357704576034943,4.612096543297933,1.5999999999999996,3.1,1.1,1.7000000000000002,3
Slovak Republic,SVK,3.43,0.0953101798043249,75.5,2.079441541679836,4.584967478670572,9.717218213494077,0.3954147722546631,1.9021075263969205,0.6418538861723949,4.441415552145615,2.3,5.9,2.0,3.3,3
Slovenia,SVN,2.775,0.0953101798043249,79.5,1.4350845252893234,4.564348191467836,10.060534035475412,-0.6866259635696794,1.252762968495368,0.0,4.596583324188391,2.1000000000000005,3.9,1.4,2.3,3
Solomon Islands,SLB,0.181,0.0953101798043249,61.7,3.370738174177447,4.356708826689592,7.1631723908466425,2.0554049638515948,2.995732273553991,2.99033310887622,4.265851883159953,6.4,6.5,4.9,8.0,2
South Africa,ZAF,0.74,2.96010509591084,54.3,4.001863709427935,4.454347296253507,8.893023494394711,1.9947003132247447,2.0014800002101243,3.3638415951183864,4.446816569516878,5.3,5.5,5.9,3.1,1
South Korea,KOR,2.21,0.3309625808102431,80.1,1.6292405397302805,4.605170185988092,10.003378135350925,1.425515074273172,1.252762968495368,0.2623642644674916,4.568187686165548,2.1000000000000005,3.4,1.5,5.4,3
Spain,ESP,3.781,0.336472236621213,81.9,1.5686159179138446,4.584967478670572,10.332050506334692,0.1484200051182726,1.252762968495368,0.6418538861723949,4.609906153568505,3.3,5.8,1.7000000000000002,2.2,3
Sri Lanka,LKA,0.807,0.0953101798043249,74.4,2.501435951739211,4.605170185988092,7.941295570906533,3.169685580677429,1.9600947840472696,1.5686159179138457,4.587639619605574,7.9,9.3,8.2,6.4,0
Saint Vincent and the Grenadines,VCT,1.4433846153846153,0.6931471805599453,71.6,3.077312260546414,4.59511985013459,8.737292112544221,1.6937790608678511,1.7227665977411035,1.6949096432381374,4.5157144056956655,5.4,5.3,3.546153846153846,6.007692307692308,0
Sudan,SDN,0.3959999999999999,0.0953101798043249,66.3,4.3528552573736015,4.553876891600541,7.300472814267799,3.025291075795536,2.2407096892759584,2.4069451083182885,4.048586621213927,9.5,9.7,10.0,9.8,2
Suriname,SUR,1.006,0.9555114450274363,70.3,3.2228678461377385,4.276666119016055,9.024131268455037,2.1041341542702074,2.19722457733622,2.088058157940715,4.46981816559761,5.4,5.8,3.0,6.2,0
Sweden,SWE,4.109,0.0953101798043249,81.5,1.3862943611198906,4.59511985013459,10.860939421415225,0.688637025082059,1.252762968495368,0.4054651081081632,4.609767900282592,2.1000000000000005,1.2999999999999998,2.3,1.0,3
Switzerland,CHE,4.125,0.1823215567939546,82.2,1.7047480922384253,4.574710978503383,11.219909190927746,0.2753564227611441,1.252762968495368,0.0,4.5514836089302815,1.4000000000000004,3.6,2.1,1.2999999999999998,3
Tajikistan,TJK,1.727,0.1823215567939546,69.6,3.977810745966149,4.584967478670572,6.6052979209482015,2.602689685444384,2.970414465569701,2.660259537265861,4.591961129250595,6.8,7.3,4.8,6.4,0
Tanzania,TZA,0.06,1.7047480922384253,59.3,4.289088639014612,4.584967478670572,6.555356891810665,2.327277705584417,3.095577608523707,3.960813169597578,4.434623947210073,5.5,5.7,6.4,7.3,1
Thailand,THA,0.453,0.9162907318741552,76.6,2.7663191092261856,4.605170185988092,8.533263371593732,1.6253112615903906,2.2192034840549946,0.182321556793954,4.558715023195263,8.9,8.5,6.0,4.3,0
Timor-Leste,TLS,0.6779999999999999,0.1823215567939546,71.1,4.152613470346076,4.356708826689592,8.188966863648876,3.3141860046725258,2.760009940032921,3.80666248977032,4.526245478119805,7.7,6.5,6.8,8.7,0
Togo,TGO,0.0469999999999999,1.2237754316221157,58.7,4.514150787600923,4.442651256490317,6.192362489474872,0.7793248768009979,3.044522437723423,4.138361447638875,4.514344525678053,7.0,4.5,7.1,6.5,1
Tonga,TON,1.207092307692308,0.4456715285862048,69.9,2.91235066461494,4.59511985013459,8.174984532943087,1.5432981099295555,2.118107367183626,1.6094379124341005,4.465234903590419,5.823076923076923,5.63076923076923,3.8615384615384616,6.2846153846153845,0
Tunisia,TUN,1.253,0.0953101798043249,76.9,2.91235066461494,4.59511985013459,8.328692583545568,1.572773928062509,1.3609765531356008,0.5306282510621699,4.593137178869542,7.8,7.8,4.1,6.9,0
Türkiye,TUR,1.738,0.2799600263578706,78.2,3.0007198150650303,4.574710978503383,9.278092474027002,2.080690761080268,1.252762968495368,0.6931471805599453,4.559829246398333,7.7,9.0,7.5,5.0,0
Turkmenistan,TKM,2.002,0.4357704576034932,67.9,4.143134726391533,4.59511985013459,8.398634855292102,1.1969481893889715,1.5260563034950492,1.6906633523566863,4.537276693479036,6.8,7.1,3.9,4.6,0
Uganda,UGA,0.0969999999999999,2.066862759472976,56.8,4.406719247264253,4.454347296253507,6.390240667065346,2.451005098112319,3.210843653170937,4.11251186617755,4.5694729540777255,7.6,8.7,8.8,8.3,1
Ukraine,UKR,2.936,0.3419517023858383,70.4,2.5416019934645457,3.1780538303479458,7.996653875462607,2.667228206581955,1.252762968495368,0.0,4.528987817607629,7.9,7.0,4.4,9.1,2
United Arab Emirates,ARE,2.232,0.0953101798043249,76.5,2.26176309847379,4.605170185988092,10.463131911491969,2.602689685444384,1.5040773967762742,0.0,4.513172105123435,3.1000000000000005,3.9,2.2,2.8999999999999995,3
United Kingdom,GBR,2.738,0.1823215567939546,80.3,1.8245492920510464,4.564348191467836,10.568775236216991,0.9439058989071284,1.252762968495368,0.3364722366212131,4.61412477372884,2.5,5.6,2.4,1.2000000000000002,3
United States,USA,3.502007692307692,0.2013697517646492,78.7,2.1162555148025524,4.564348191467836,10.78727575364831,0.7975071958841884,1.252762968495368,0.8329091229351043,4.545743908370352,2.8,5.0,2.1,1.1000000000000003,3
Uruguay,URY,4.008,0.3198513553851724,76.4,2.451005098112319,4.564348191467836,9.38437770918244,1.776645831418007,1.252762968495368,0.182321556793954,4.581177960569353,3.7,3.0,1.9,2.8999999999999995,3
Uzbekistan,UZB,2.39,0.2857571440421965,68.8,3.6189933266497696,4.605170185988092,7.230563153409293,2.862200880929469,1.252762968495368,1.4728248532721695,4.554837693040871,7.6,7.6,6.0,5.1,0
Vanuatu,VUT,0.1689999999999998,0.0953101798043249,63.0,3.407841924380824,4.465908118654584,7.996653875462607,1.2864740258376797,2.128231705849268,3.284663565406204,4.392484881070565,6.023076923076923,5.884615384615385,4.030769230769231,6.530769230769231,0
Venezuela,VEN,1.664,0.4054651081081644,75.4,2.89591193827178,4.3694478524670215,9.510519035757246,3.8480176754522337,1.252762968495368,1.7418147927117982,4.527860540096385,6.5,7.3,4.8,4.3,0
Vietnam,VNM,0.783,0.336472236621213,73.1,3.190476350346503,4.564348191467836,7.1785454837637,2.5726122302071057,2.2300144001592104,1.481604540924216,4.594767363776148,5.1,6.5,4.7,5.1,0
Yemen,YEM,0.27,0.0953101798043249,67.5,4.048300623720694,4.262679877041316,7.1785454837637,3.202746442938317,2.625225850466797,3.535145354171894,4.459376026318115,10.0,9.4,9.1,9.5,2
Zambia,ZMB,0.09,2.5572273113676265,52.0,4.432006566978902,4.465908118654584,7.286876411750698,2.70805020110221,3.6454498961866,4.232656178019613,4.472918545559864,5.0,5.7,6.9,6.6,1
